date,symbol,open,high,low,close,volume,sma,adx,dema,ema,rsi,standardDeviation,tema,williams,wma
12-12-2024,META,631.5,636.66,627.21,630.79,7474717,630.79,0,630.79,630.79,0,0,630.79,-62.11640211640261,630.79
11-12-2024,META,623.37,638.4,621.53,632.68,10837228,632.68,100,632.68,632.68,100,0,632.68,-33.906342620035716,632.68
10-12-2024,META,617.56,625.59,612.74,619.32,10938900,619.32,0,619.32,619.32,100,0,619.32,-48.79377431906592,619.32
09-12-2024,META,623.92,626.4,606.17,613.57,11426015,613.57,100,613.57,613.57,0,0,613.57,-63.42066238259968,613.57
06-12-2024,META,610.1,629.79,608.53,623.77,16935503,623.77,100,623.77,623.77,100,0,623.77,-28.31608654750698,623.77
05-12-2024,META,617.08,619.9,607.05,608.93,8081212,608.93,100,608.93,608.93,0,0,608.93,-85.36964980544754,608.93
04-12-2024,META,612.96,617.78,605.1,613.78,14697006,613.78,100,613.78,613.78,100,0,613.78,-31.545741324921263,613.78
03-12-2024,META,595.0,614.2,591.25,613.65,14907200,613.65,100,613.65,613.65,100,0,613.65,-2.396514161220336,613.65
02-12-2024,META,577.5,594.5,575.57,592.83,12522400,592.83,100,592.83,592.83,100,0,592.83,-8.82197569994698,592.83
29-11-2024,META,569.0,578.46,566.9,574.32,7130519,574.32,100,574.32,574.32,100,0,574.32,-35.81314878892704,574.32
27-11-2024,META,574.89,574.98,564.1,569.2,7200228,569.2,100,569.2,569.2,0,0,569.2,-53.124999999999766,569.2
26-11-2024,META,566.0,577.5,565.2,573.54,10356600,573.54,100,573.54,573.54,100,0,573.54,-32.19512195121993,573.54
25-11-2024,META,562.1,572.59,556.39,565.11,13599830,565.11,100,565.11,565.11,100,0,565.11,-46.17283950617283,565.11
22-11-2024,META,563.55,563.83,554.59,559.14,9164004,559.14,0,559.14,559.14,0,0,559.14,-50.7575757575763,559.14
21-11-2024,META,569.52,570.0,549.05,563.09,11154749,563.09,100,563.09,563.09,0,0,563.09,-32.9832935560857,563.09
20-11-2024,META,562.93,566.35,554.2,565.52,9797339,565.52,100,565.52,565.52,100,0,565.52,-6.8312757201649585,565.52
19-11-2024,META,551.86,561.43,550.6,561.09,9522445,561.09,100,561.09,561.09,100,0,561.09,-3.139427516158083,561.09
18-11-2024,META,557.04,559.9,550.09,554.4,14346715,554.4,100,554.4,554.4,100,0,554.4,-56.0652395514784,554.4
15-11-2024,META,571.22,572.57,551.5,554.08,17712900,554.08,100,554.08,554.08,0,0,554.08,-87.75510204081615,554.08
14-11-2024,META,577.0,580.76,573.01,577.16,11053743,577.16,100,577.16,577.16,0,0,577.16,-46.4516129032261,577.16
13-11-2024,META,582.61,585.64,575.17,580.0,10757600,580.0,100,580.0,580.0,0,0,580.0,-53.8681948424066,580.0
12-11-2024,META,588.54,599.66,580.38,584.82,16287724,584.82,100,584.82,584.82,100,0,584.82,-76.97095435684615,584.82
11-11-2024,META,586.36,587.0,576.51,583.17,10209100,583.17,100,583.17,583.17,0,0,583.17,-36.51096282173534,583.17
08-11-2024,META,591.54,593.1,584.52,589.34,9415700,589.34,0,589.34,589.34,0,0,589.34,-43.82284382284351,589.34
07-11-2024,META,576.89,594.8,575.21,591.7,14653708,591.7,100,591.7,591.7,100,0,591.7,-15.82440020418541,591.7
06-11-2024,META,562.75,573.0,555.17,572.05,18305429,572.05,100,572.05,572.05,0,0,572.05,-5.3280987100395025,572.05
05-11-2024,META,567.3,573.48,566.67,572.43,9775400,572.43,100,572.43,572.43,100,0,572.43,-15.41850220264404,572.43
04-11-2024,META,564.1,568.69,557.89,560.68,12064601,560.68,100,560.68,560.68,0,0,560.68,-74.16666666666717,560.68
01-11-2024,META,567.61,573.67,562.56,567.16,15303235,567.16,100,567.16,567.16,0,0,567.16,-58.59585958595844,567.16
31-10-2024,META,585.0,589.9,563.01,567.58,26838400,567.58,100,567.58,567.58,0,0,567.58,-83.00483451097043,567.58
